地州,学校名称,学校类型,地址,电话,最低分数,最低排名,一本率,来源
丽江,丽江市第31中学,普通高中,丽江市教育园区,0871-31159826,0,0,0,ynjy
丽江,丽江市第32中学,普通高中,丽江市教育园区,0871-38603596,0,0,0,ynjy
丽江,丽江市第33中学,普通高中,丽江市教育园区,0871-33369472,0,0,0,ynjy
丽江,丽江市第34中学,普通高中,丽江市教育园区,0871-23040096,0,0,0,ynjy
丽江,丽江市第35中学,普通高中,丽江市教育园区,0871-12851690,0,0,0,ynjy
丽江,丽江市第36中学,普通高中,丽江市教育园区,0871-92028800,0,0,0,ynjy
丽江,丽江市第37中学,普通高中,丽江市教育园区,0871-28700230,0,0,0,ynjy
丽江,丽江市第38中学,普通高中,丽江市教育园区,0871-62640822,0,0,0,ynjy
丽江,丽江市第39中学,普通高中,丽江市教育园区,0871-76744959,0,0,0,ynjy
丽江,丽江市第40中学,普通高中,丽江市教育园区,0871-89798269,0,0,0,ynjy
